,PlayerId,Name,Team,Catcher,First Base,Second Base,Third Base,Shortstop,Left Field,Center Field,Right Field,Designated Hitter,H,AB,R,2B,3B,HR,XBH,RBI,BB,SB,AVG,OBP,SLG
0,3280,Mike Trout,LAA,,,,,,,1.0,,,176.0,594.0,113.0,35.0,9.0,32.0,76.0,97.0,88.0,20.0,0.296,0.39,0.547
1,1643,Andrew McCutchen,Pit,,,,,,,1.0,,,179.0,576.0,96.0,36.0,6.0,27.0,69.0,84.0,79.0,21.0,0.311,0.399,0.535
2,2971,Giancarlo Stanton,Mia,,,,,,,,1,,155.0,562.0,92.0,33.0,1.0,40.0,74.0,106.0,93.0,9.0,0.276,0.381,0.552
3,3486,Paul Goldschmidt,Ari,,1.0,,,,,,,,173.0,582.0,102.0,48.0,2.0,29.0,79.0,101.0,90.0,15.0,0.297,0.391,0.536
4,1697,Carlos Gomez,Mil,,,,,,,1,,,162.0,584.0,95.0,32.0,6.0,26.0,64.0,73.0,44.0,40.0,0.277,0.343,0.486
5,897,Miguel Cabrera,Det,,1,,,,,,,1.0,176.0,554.0,94.0,42.0,1.0,29.0,72.0,109.0,63.0,2.0,0.318,0.386,0.554
6,961,Jose Bautista,Tor,,,,,,,,1,,150.0,541.0,100.0,28.0,0.0,34.0,62.0,94.0,97.0,7.0,0.277,0.39,0.518
7,969,Edwin Encarnacion,Tor,,1,,,,,,,1,147.0,545.0,87.0,30.0,2.0,36.0,68.0,102.0,78.0,6.0,0.27,0.365,0.53
8,5600,Jose Abreu,CWS,,1,,,,,,,1,171.0,597.0,78.0,31.0,1.0,34.0,66.0,100.0,55.0,3.0,0.286,0.355,0.513
9,1139,Robinson Cano,Sea,,,1.0,,,,,,,182.0,597.0,87.0,39.0,1.0,19.0,59.0,90.0,63.0,8.0,0.305,0.375,0.469
10,3215,Anthony Rizzo,ChC,,1,,,,,,,,164.0,588.0,91.0,34.0,1.0,34.0,69.0,89.0,74.0,6.0,0.279,0.369,0.514
11,1452,Troy Tulowitzki,Col,,,,,1.0,,,,,145.0,462.0,88.0,25.0,1.0,27.0,53.0,75.0,65.0,2.0,0.314,0.401,0.548
12,1418,Adam Jones,Bal,,,,,,,1,,,178.0,639.0,93.0,32.0,2.0,32.0,66.0,93.0,23.0,10.0,0.279,0.313,0.485
13,5068,Yasiel Puig,LAD,,,,,,,1,1,,166.0,586.0,93.0,34.0,8.0,23.0,65.0,91.0,69.0,13.0,0.283,0.37,0.486
14,386,Adrian Beltre,Tex,,,,1.0,,,,,,177.0,562.0,80.0,32.0,1.0,24.0,57.0,79.0,50.0,1.0,0.315,0.372,0.504
15,2487,Freddie Freeman,Atl,,1,,,,,,,,174.0,596.0,96.0,40.0,3.0,21.0,64.0,90.0,83.0,2.0,0.292,0.383,0.475
16,4144,Jose Altuve,Hou,,,1,,,,,,,197.0,641.0,80.0,39.0,3.0,7.0,49.0,50.0,38.0,46.0,0.307,0.348,0.41
17,2318,Michael Brantley,Cle,,,,,,1,1,,,186.0,606.0,84.0,42.0,3.0,16.0,61.0,83.0,52.0,20.0,0.307,0.364,0.465
18,2215,Ian Desmond,Wsh,,,,,1,,,,,162.0,595.0,76.0,31.0,3.0,25.0,59.0,86.0,43.0,23.0,0.272,0.325,0.461
19,1659,Ryan Braun,Mil,,,,,,,,1,,160.0,551.0,81.0,33.0,6.0,27.0,66.0,90.0,49.0,10.0,0.29,0.353,0.519
20,2380,Buster Posey,SF,1,1,,,,,,,,165.0,536.0,75.0,31.0,2.0,21.0,54.0,85.0,57.0,1.0,0.308,0.374,0.491
21,1579,Jacoby Ellsbury,NYY,,,,,,,1,,,162.0,583.0,90.0,27.0,5.0,14.0,46.0,60.0,49.0,43.0,0.278,0.334,0.413
22,1130,Hanley Ramirez,Bos,,,,,1,,,,,149.0,504.0,80.0,38.0,1.0,20.0,59.0,79.0,61.0,17.0,0.296,0.377,0.494
23,2197,Josh Donaldson,Tor,,,,1,,,,,,157.0,585.0,92.0,33.0,3.0,31.0,67.0,94.0,69.0,5.0,0.268,0.35,0.494
24,1762,Justin Upton,SD,,,,,,1,,,,150.0,558.0,87.0,31.0,4.0,23.0,58.0,87.0,69.0,10.0,0.269,0.352,0.462
25,4165,Corey Dickerson,Col,,,,,,1,,,,148.0,492.0,83.0,29.0,10.0,24.0,63.0,73.0,38.0,8.0,0.301,0.349,0.547
26,3390,Bryce Harper,Wsh,,,,,,1,,,,157.0,564.0,87.0,24.0,5.0,26.0,55.0,71.0,68.0,10.0,0.278,0.357,0.477
27,3274,Starling Marte,Pit,,,,,,1,1,,,156.0,560.0,87.0,29.0,9.0,14.0,52.0,55.0,33.0,36.0,0.279,0.34,0.438
28,1581,Evan Longoria,TB,,,,1,,,,,,164.0,610.0,84.0,31.0,1.0,26.0,58.0,88.0,60.0,3.0,0.269,0.337,0.451
29,850,Jose Reyes,Tor,,,,,1,,,,,176.0,613.0,90.0,36.0,4.0,11.0,51.0,51.0,45.0,30.0,0.287,0.335,0.413
30,4551,George Springer,Hou,,,,,,,,1,,129.0,536.0,91.0,19.0,3.0,31.0,53.0,89.0,72.0,16.0,0.241,0.343,0.461
31,725,Victor Martinez,Det,,1,,,,,,,1,170.0,545.0,71.0,31.0,0.0,21.0,52.0,81.0,58.0,2.0,0.312,0.378,0.484
32,4553,Yoenis Cespedes,Det,,,,,,1,,,1,155.0,581.0,88.0,33.0,9.0,23.0,65.0,97.0,41.0,6.0,0.267,0.316,0.473
33,613,Albert Pujols,LAA,,1,,,,,,,1,159.0,580.0,79.0,35.0,1.0,26.0,62.0,93.0,47.0,5.0,0.274,0.33,0.472
34,1600,Carlos Gonzalez,Col,,,,,,1,,,,136.0,499.0,80.0,29.0,4.0,26.0,59.0,77.0,46.0,17.0,0.273,0.335,0.503
35,4573,Anthony Rendon*,Wsh,,,1,1,,,,,,155.0,539.0,89.0,35.0,6.0,19.0,60.0,69.0,54.0,12.0,0.288,0.355,0.481
36,846,Adrian Gonzalez,LAD,,1,,,,,,,,169.0,591.0,77.0,38.0,0.0,22.0,60.0,102.0,49.0,1.0,0.286,0.337,0.462
37,1132,Ian Kinsler,Det,,,1,,,,,,,172.0,623.0,94.0,40.0,3.0,16.0,59.0,77.0,39.0,14.0,0.276,0.323,0.427
38,343,David Ortiz,Bos,,,,,,,,,1,140.0,508.0,70.0,31.0,0.0,30.0,61.0,92.0,69.0,1.0,0.276,0.361,0.514
39,1393,Matt Kemp,SD,,,,,,1,1,1,,155.0,549.0,75.0,33.0,5.0,21.0,59.0,75.0,57.0,11.0,0.282,0.347,0.475
40,978,Prince Fielder,Tex,,1,,,,,,,,159.0,557.0,76.0,33.0,0.0,21.0,54.0,87.0,79.0,1.0,0.285,0.381,0.458
41,3504,Billy Hamilton,Cin,,,,,,,1,,,151.0,590.0,81.0,23.0,7.0,6.0,36.0,47.0,39.0,62.0,0.256,0.302,0.349
42,1165,Nelson Cruz,Sea,,,,,,1,,,1,155.0,591.0,74.0,35.0,2.0,27.0,64.0,87.0,45.0,5.0,0.262,0.317,0.465
43,3256,Kyle Seager,Sea,,,,1,,,,,,158.0,597.0,73.0,30.0,3.0,25.0,58.0,84.0,56.0,9.0,0.265,0.333,0.451
44,3898,Kole Calhoun,LAA,,,,,,,,1,,161.0,592.0,91.0,35.0,7.0,20.0,62.0,72.0,47.0,9.0,0.272,0.327,0.456
45,3466,Jason Kipnis,Cle,,,1,,,,,,,153.0,580.0,78.0,30.0,2.0,13.0,45.0,67.0,66.0,28.0,0.264,0.339,0.39
46,3468,Brian Dozier,Min,,,1,,,,,,,148.0,606.0,96.0,33.0,2.0,21.0,56.0,69.0,74.0,19.0,0.244,0.331,0.409
47,2186,Chris Carter,Hou,,,,,,,,,1,125.0,530.0,75.0,24.0,1.0,36.0,61.0,90.0,66.0,4.0,0.236,0.323,0.489
48,1981,Chris Davis,Bal,,1,,1,,,,,,117.0,485.0,75.0,24.0,0.0,33.0,57.0,87.0,59.0,3.0,0.241,0.332,0.495
49,3756,Christian Yelich,Mia,,,,,,1,,,,162.0,583.0,91.0,30.0,6.0,10.0,46.0,52.0,74.0,21.0,0.278,0.36,0.401
0,2289,Todd Frazier,Cin,,1.0,,1.0,,,,,,153.0,588.0,79.0,26.0,3.0,24.0,53.0,79.0,53.0,12.0,0.26,0.329,0.437
1,3734,Nolan Arenado,Col,,,,1.0,,,,,,172.0,589.0,74.0,44.0,3.0,19.0,66.0,75.0,32.0,3.0,0.292,0.33,0.474
2,2659,Carlos Santana,Cle,,1,,1.0,,,,,1,146.0,548.0,75.0,31.0,1.0,24.0,56.0,83.0,108.0,4.0,0.266,0.388,0.458
3,2816,Jonathan Lucroy,Mil,1,,,,,,,,,169.0,570.0,71.0,44.0,4.0,16.0,64.0,75.0,59.0,4.0,0.296,0.363,0.472
4,2194,Jason Heyward,StL,,,,,,,,1.0,,156.0,576.0,84.0,29.0,4.0,17.0,50.0,61.0,63.0,16.0,0.271,0.348,0.424
5,1271,Dustin Pedroia,Bos,,,1,,,,,,,173.0,605.0,92.0,38.0,1.0,10.0,49.0,64.0,59.0,9.0,0.286,0.348,0.402
6,1629,Hunter Pence*,SF,,,,,,,,1,,146.0,536.0,82.0,25.0,8.0,17.0,50.0,70.0,46.0,12.0,0.272,0.332,0.444
7,2808,Starlin Castro,ChC,,,,,1.0,,,,,170.0,607.0,74.0,33.0,3.0,18.0,54.0,73.0,36.0,11.0,0.28,0.326,0.433
8,5534,Mookie Betts,Bos,,,,,,,1,,,138.0,474.0,85.0,32.0,3.0,11.0,46.0,56.0,56.0,28.0,0.291,0.367,0.441
9,997,Matt Holliday,StL,,,,,,1.0,,,,156.0,550.0,82.0,33.0,1.0,21.0,55.0,84.0,69.0,4.0,0.284,0.375,0.462
10,4535,Kolten Wong,StL,,,1,,,,,,,156.0,577.0,83.0,23.0,5.0,14.0,42.0,56.0,33.0,28.0,0.27,0.315,0.4
11,1612,Joey Votto,Cin,,1,,,,,,,,144.0,499.0,82.0,36.0,1.0,19.0,56.0,59.0,116.0,5.0,0.289,0.424,0.479
12,3474,Matt Carpenter,StL,,,,1,,,,,,166.0,575.0,94.0,39.0,5.0,9.0,53.0,58.0,79.0,4.0,0.289,0.377,0.421
13,1872,Jay Bruce,Cin,,,,,,,,1,,136.0,552.0,81.0,32.0,2.0,24.0,58.0,83.0,53.0,9.0,0.246,0.312,0.442
14,1863,Alexei Ramirez,CWS,,,,,1,,,,,173.0,628.0,75.0,34.0,2.0,12.0,48.0,64.0,23.0,24.0,0.275,0.305,0.393
15,1578,Alex Gordon,KC,,,,,,1,,,,152.0,573.0,75.0,33.0,3.0,18.0,54.0,75.0,61.0,11.0,0.265,0.343,0.428
16,3143,Dee Gordon,Mia,,,1,,,,,,,159.0,604.0,78.0,20.0,13.0,1.0,34.0,35.0,41.0,52.0,0.263,0.313,0.344
17,2263,Devin Mesoraco,Cin,1,,,,,,,,,120.0,445.0,59.0,27.0,0.0,25.0,52.0,79.0,46.0,1.0,0.27,0.347,0.499
18,4066,Leonys Martin,Tex,,,,,,,1,,,158.0,585.0,90.0,20.0,6.0,11.0,37.0,52.0,44.0,37.0,0.27,0.324,0.381
19,4149,Marcell Ozuna,Mia,,,,,,,1,,,155.0,593.0,76.0,28.0,5.0,21.0,54.0,86.0,41.0,6.0,0.261,0.309,0.432
20,3559,Manny Machado,Bal,,,,1,,,,,,164.0,581.0,76.0,34.0,2.0,18.0,54.0,69.0,35.0,6.0,0.282,0.326,0.441
21,1765,Brandon Moss,Cle,,1,,,,1,,1,,117.0,459.0,68.0,21.0,1.0,27.0,49.0,78.0,50.0,3.0,0.255,0.338,0.481
22,2025,Pablo Sandoval,Bos,,,,1,,,,,,153.0,525.0,80.0,32.0,3.0,16.0,51.0,84.0,42.0,0.0,0.291,0.344,0.455
23,2132,Mark Trumbo,Ari,,1,,,,1,,,,137.0,568.0,73.0,27.0,3.0,31.0,61.0,92.0,48.0,4.0,0.241,0.3,0.463
24,2416,Elvis Andrus,Tex,,,,,1,,,,,168.0,615.0,80.0,31.0,3.0,3.0,37.0,51.0,50.0,32.0,0.273,0.329,0.348
25,1985,Brett Gardner,NYY,,,,,,1,1,,,144.0,548.0,85.0,28.0,8.0,13.0,49.0,53.0,56.0,22.0,0.263,0.336,0.414
26,5444,Evan Gattis,Hou,1,,,,,,,,,140.0,530.0,63.0,30.0,2.0,31.0,63.0,84.0,33.0,0.0,0.264,0.318,0.504
27,3590,Salvador Perez,KC,1,,,,,,,,,160.0,579.0,61.0,29.0,2.0,18.0,49.0,75.0,23.0,1.0,0.276,0.305,0.427
28,1267,Ryan Zimmerman,Wsh,,,,1,,1,,,,145.0,523.0,76.0,34.0,2.0,20.0,56.0,83.0,53.0,4.0,0.277,0.342,0.465
29,1044,David Wright,NYM,,,,1,,,,,,152.0,547.0,63.0,31.0,3.0,16.0,50.0,63.0,55.0,11.0,0.278,0.346,0.433
30,5447,Gregory Polanco,Pit,,,,,,,,1,,127.0,508.0,79.0,22.0,3.0,11.0,36.0,68.0,51.0,25.0,0.25,0.317,0.37
31,3841,Matt Adams,StL,,1,,,,,,,,144.0,505.0,59.0,31.0,2.0,19.0,52.0,69.0,27.0,2.0,0.285,0.321,0.467
32,542,Jayson Werth*,Wsh,,,,,,,,1,,126.0,431.0,69.0,27.0,1.0,15.0,43.0,62.0,62.0,8.0,0.292,0.386,0.464
33,4583,Yan Gomes,Cle,1,,,,,,,,,135.0,483.0,61.0,27.0,2.0,19.0,48.0,68.0,25.0,2.0,0.28,0.318,0.462
34,2013,Daniel Murphy,NYM,,,1,,,,,,,174.0,616.0,80.0,36.0,3.0,10.0,49.0,61.0,37.0,16.0,0.282,0.323,0.399
